LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2000,82.08684101,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,82.40803365,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,78.50846798,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,81.72894732,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,83.75117142,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,87.87943785,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,93.64630346,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,92.38174984,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,93.41170086,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,95.57630191,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,100.7281194,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,100,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,103.8394495,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,103.916568,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,104.8219618,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,108.7192234,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,106.5663043,
TUR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2021,105.2003374,
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2000,80.33262765,
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,80.53324403,
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,77.75922651,
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,81.05217099,
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,83.2314203,
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,87.47504744,
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,92.77121298,
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,92.11474575,
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,93.15075378,
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,95.31285544,
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,100.7484781,
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,100,
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,103.910547,
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,103.9910578,
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,104.8964452,
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,108.7831255,
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,106.622724,
TUR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2021,105.256672,
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2000,82.08684101,
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,82.40803365,
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,78.50846798,
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,81.72894732,
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,83.75117142,
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,87.87943785,
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,93.64630346,
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,92.38174984,
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,93.41170086,
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,95.57630191,
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,100.7281194,
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,100,
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,103.8394495,
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,103.916568,
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,104.8219618,
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,108.7192234,
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,106.5663043,
TUR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2021,105.2003374,
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2000,80.33262765,
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,80.53324403,
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,77.75922651,
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,81.05217099,
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,83.2314203,
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,87.47504744,
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,92.77121298,
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,92.11474575,
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,93.15075378,
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,95.31285544,
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,100.7484781,
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,100,
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,103.910547,
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,103.9910578,
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,104.8964452,
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,108.7831255,
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,106.622724,
TUR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2021,105.256672,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2000,93.85924611,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,91.02895069,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,91.87864582,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,91.78628153,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,97.02665757,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,97.10296438,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,97.30824242,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,97.15980804,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,99.95037545,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,100.0066083,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,100.1332888,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,100,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,98.6558078,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,99.06809296,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,98.24837825,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,98.50566529,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,98.73197382,
USA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2021,98.50051724,
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2000,83.70019828,
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,101.8407715,
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,102.7913846,
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,102.6880447,
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,94.02252302,
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,94.09645065,
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,94.2953834,
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,94.15153497,
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,99.95037534,
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,100.0066144,
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,100.1332745,
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,100,
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,98.1164791,
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,98.52545488,
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,94.82931557,
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,95.07755123,
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,95.29608192,
USA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2021,95.07268008,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2000,95.63524509,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,96.99098088,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,97.8963351,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,97.79791481,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,98.3287404,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,98.40608212,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,98.61410303,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,98.46366839,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,99.95037654,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,100.0066047,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,100.1332794,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,100,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,100.2672778,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,100.6861339,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,98.62184296,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,98.88096418,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,99.10727679,
USA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2021,98.87494038,
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,57.82750669,
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,57.73289397,
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,95.80270548,
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,97.72954496,
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,97.43432132,
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,98.79776228,
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,100.6830334,
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,99.98338968,
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,100,
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,99.4400931,
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,126.4306326,
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,126.0788752,
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,132.5279945,
CHL,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,133.1950084,
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,57.82750669,
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,57.73289397,
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,95.80270548,
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,97.72954496,
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,97.43432132,
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,98.79776228,
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,100.6830334,
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,99.98338968,
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,100,
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,99.4400931,
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,126.4306326,
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,126.0788752,
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,132.5279945,
CHL,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,133.1950084,
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,59.28647822,
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,59.20088728,
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,98.15726519,
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,101.3893622,
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,101.0151435,
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,102.4288282,
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,104.3878877,
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,103.3269006,
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,100,
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,99.40657093,
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,126.9642833,
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,127.6720546,
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,134.2514851,
CHL,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,134.9369003,
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,57.82750669,
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,57.73289397,
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,95.80270548,
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,97.72954496,
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,97.43432132,
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,98.79776228,
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,100.6830334,
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,99.98338968,
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,100,
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,99.4400931,
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,126.4306326,
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,126.0788752,
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,132.5279945,
CHL,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,133.1950084,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2000,71.05101857,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,71.73271943,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,73.46891075,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,73.11377044,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,77.85140997,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,78.33364436,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,79.09254743,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,83.80374715,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,83.64519188,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,86.94287435,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,98.84820919,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,100,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,101.953375,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,103.8085955,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,103.0271481,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,102.9486544,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,105.5739506,
ISR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2021,105.6746269,
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2000,76.63112797,
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,77.00367395,
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,79.80421069,
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,79.25048203,
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,84.21290144,
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,91.78014104,
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,95.05568054,
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,100.5416247,
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,101.5397015,
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,98.93172575,
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,98.72144365,
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,100,
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,101.1175285,
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,102.9619732,
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,101.9444596,
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,101.8371846,
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,104.3091849,
ISR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2021,107.3941805,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2000,84.18906374,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,83.79108341,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,86.48478463,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,85.97918826,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,91.84233809,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,86.58898015,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,86.25887965,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,85.59954868,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,94.82433128,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,93.4961482,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,95.36161472,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,100,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,105.0929846,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,114.1387824,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,118.8691383,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,121.5603449,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,123.6650198,
ISR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2021,137.5867189,
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2000,65.7784903,
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,69.43446903,
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,72.25329806,
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,72.00575156,
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,76.78751596,
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,75.52803751,
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,74.21411723,
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,85.13054513,
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,91.94800809,
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,92.58036267,
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,98.60040378,
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,100,
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,101.667382,
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,103.1526274,
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,102.2353692,
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,105.4204406,
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,108.135764,
ISR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2021,109.1114168,
LVA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2000,51.62956636,
LVA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,70.35832264,
LVA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,90.77627169,
LVA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,99.90031626,
LVA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,88.73498639,
LVA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,87.15883271,
LVA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,88.79284467,
LVA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,100,
LVA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,99.68749102,
LVA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2000,51.62956636,
LVA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,70.35832264,
LVA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,90.77627169,
LVA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,99.90031626,
LVA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,88.73498639,
LVA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,87.15883271,
LVA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,88.79284467,
LVA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,100,
LVA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,99.68749102,
LVA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2000,51.62956636,
LVA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,70.35832264,
LVA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,90.77627169,
LVA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,99.90031626,
LVA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,88.73498639,
LVA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,87.15883271,
LVA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,88.79284467,
LVA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,100,
LVA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,99.68749102,
LVA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2000,51.62956636,
LVA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,70.35832264,
LVA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,90.77627169,
LVA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,99.90031626,
LVA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,88.73498639,
LVA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,87.15883271,
LVA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,88.79284467,
LVA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,100,
LVA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,99.68749102,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2000,88.60238009,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,102.5994178,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,105.5700514,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,107.2593789,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,106.2752664,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,113.3517275,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,112.3990467,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,111.6646883,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,107.804487,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,101.5014005,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,99.48470447,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,100,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,105.0369695,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,106.3858852,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,104.8296996,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,105.920957,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,110.430741,
SVN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2021,114.4420579,
SVN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2000,88.60238009,
SVN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,102.5994178,
SVN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,105.5700514,
SVN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,107.2593789,
SVN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,106.2752664,
SVN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,113.3517275,
